,title,price,link
72,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN  ","78,990",https://amazon.in//Lenovo-IdeaPad-Built-WUXGA-IPS-83DC0042IN/dp/B0CSSPYJWK/ref=sr_1_144?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.YxgyCc8CbrHl1mO0f7nNsK4UH0VlYJB6fsqgWUBIK9y8jL39jJEUbPyIh5MSLEjDw2-DZYOUXR9PCRcbiUiDshmT8YSlLe6ormFMy3Rwo_hjTiR_zyMnOhGRa4JZ_9yEt0FQuVSMlF6E92sOiZnSaKD3fL3pqpKscYUZ4ZWygxHP2eKJsGEA6v8wXJgxoAWnq_zrtlUKFAd5m5BK_zEBSf_eZGqrrcERWXnRjduVuvQ.dIKuGl1K_dscY4J_Nd_tMSf5dKeUPGf2H9LmXpjdPvA&dib_tag=se&keywords=laptop&qid=1721466778&sprefix=laptop%2Caps%2C672&sr=8-144
73,"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, Thin & light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU  ","65,990",https://amazon.in//HP-i7-1255U-15-6-inch-Graphics-fq5190TU/dp/B0C3D99LTP/ref=sr_1_141?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.YxgyCc8CbrHl1mO0f7nNsK4UH0VlYJB6fsqgWUBIK9y8jL39jJEUbPyIh5MSLEjDw2-DZYOUXR9PCRcbiUiDshmT8YSlLe6ormFMy3Rwo_hjTiR_zyMnOhGRa4JZ_9yEt0FQuVSMlF6E92sOiZnSaKD3fL3pqpKscYUZ4ZWygxHP2eKJsGEA6v8wXJgxoAWnq_zrtlUKFAd5m5BK_zEBSf_eZGqrrcERWXnRjduVuvQ.dIKuGl1K_dscY4J_Nd_tMSf5dKeUPGf2H9LmXpjdPvA&dib_tag=se&keywords=laptop&qid=1721466778&sprefix=laptop%2Caps%2C672&sr=8-141
74,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg  ","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzc3ODMzMzkyOTE0MjAxOjE3MjE0NjY3MDg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2NzM0MzQ1NDYzMjo6NDo6&url=%2FDell-Inspiron-3530-i3-1305U-Comfortview%2Fdp%2FB0C4ZM63RP%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D26NOS6C3R7BBS%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.zXBLpUb1MCPHt09CJ8YNFJnC56YQf3GOPydkwiVF8LHJ7VynUlojJ5DEor1s1cn5eF1y05zkb2ObC7zCbW05Cw.9B5tnoweOp235Eb3xPkBTeG8XXY9c39PKVu76LHNPEA%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0C4ZM63RP%26pd_rd_r%3Dab3e6063-2239-4a51-bbde-fb443985ba2b%26pd_rd_w%3Dkybbz%26pd_rd_wg%3DbevOr%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DJJ6BFN2P0T0J4AV8XB7J%26qid%3D1721466708%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D1-53-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
75,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 2050 Graphics/60Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","51,999",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NTg5NzM2OTE5MTE3MjAxOjE3MjE0NjY3MjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjczMjo6NDo6&url=%2FAcer-Graphics-Win11Home-AL15G-52-39-62cm%2Fdp%2FB0D32SKB4C%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D26NOS6C3R7BBS%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.1dbNVGsU6bJXGLPePlpjsZEV1gLiRJMuorzfFndGCAD9otiGmyx9Dd0dKNxNRE4Uhql-yQYKjgVOMOkAEECF_w.8YgNCP5nVNhIGvgDvKz7nmxC74Xy4EnRTunwUcnquqw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D32SKB4C%26pd_rd_r%3D639088f8-d9ff-45d8-8549-e12603f4a002%26pd_rd_w%3D25Kqk%26pd_rd_wg%3D0xRCW%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3D29Y14WH9MPR87RB5SMAX%26qid%3D1721466722%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D1-69-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
76,"HP 15s, AMD Athlon Silver 3050U 8GB RAM/512GB SSD 15.6-inches/39.6 cm HD, Micro-Edge Display/Windows 11/AMD Radeon Graphics/Dual Speakers/MSO/Fast Charge/1.69 Kg, 15s-eq1559AU  ","26,490",https://amazon.in//HP-15-6-inches-Micro-Edge-Graphics-15s-eq1559AU/dp/B0B6F5TDK4/ref=sr_1_154?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.KG0M59NCFFM3WC0Jru04IgBEcVBS56u8E8v26oZdCFAWmcD78Wc2hOYqnhb3iURNOqQsYHlEGsIVDz0WgoFIHGGlgdy42DUdifkNH2omzRsaZfsp4P18JSEXAA7acBcFyhuuPg69a-H1JFe114Vw1FTBiNsgbUcptMG-0-5nftUpvrjlQrNFf9xDr9VeKO6_-dkqTLXFWzOVXETf7Ucs7r7NITgJwLNN_CGOM0d-_1E.Dt29h2JrLZDQ3lBVDR5hAW6Pe8Rt-Ihty0t-qZ-4nYE&dib_tag=se&keywords=laptop&qid=1721466793&sprefix=laptop%2Caps%2C672&sr=8-154
77,"ASUS Vivobook 15, Intel Celeron N4020, 15.6"" (39.62 cms) HD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), X515MA-BR022WS  ","24,990",https://amazon.in//ASUS-SmartChoice-Integrated-Fingerprint-X515MA-BR024WS/dp/B0C1GM4C6V/ref=sr_1_106?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.Jhnnp6D5DXj4badlfEQ5A9xOoRWsZvTc1fmfRukgiWpICrdOP7T1NiwyKp10x3H_Yjqo4g6vK74HaAqgYRPq_yovZSb_myuDFHZ6C4GOhWwitF_tddQCEGj5byfsqLgQCz9mqE0gqxuIDXaYkBbnVpLgOby5BqzDslx7h9aRjzfeWZHKK8S_KRL_ktvQQLR-GKqKJP1_cf9oq1aH2Ji3NDCFEV_2krhUqqym6QMJG7c.Bq1LeWJ30Jo6jbM5Qvui5eZ72mebiglV78U0sqbtdvc&dib_tag=se&keywords=laptop&qid=1721466755&sprefix=laptop%2Caps%2C672&sr=8-106
78,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)  ","13,490",https://amazon.in//Primebook-Android-Based-MediaTek-MT8183/dp/B0D2Y4KLGN/ref=sr_1_40?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.J-G8x5mg1YGGqwoPLpuOvmCneoHjDyWpDArOEuwTnjvhL4YU-ENiTn7fSs3FW4XQrGS366gPyAogjk8rUX9M0EMaFSqFiM_bdHiPEgFAOhvGWHg-_dAYQ31Q7gTT4aqsZ5KP4siU5rPr9Cjz61HdjwYgSf0ersi2DBVbSC_zHVeRb49OO4XaPEfIYsWJTiXFelVNNfseDn3j6ys3kpHCkmCjAozyXQ94Sube0Wza1zA.m0ONzfmwlvnFR6d0x53VIOFvfn47xCrqdwNddruljs8&dib_tag=se&keywords=laptop&qid=1721466695&sprefix=laptop%2Caps%2C672&sr=8-40
79,"ASUS Vivobook 15 (2024), 15.6"" (39.62cm) FHD, Intel Core 5 Processor 120U, Thin & Light Laptop (16GB/512GB SSD/Win11/Office 2021/Quiet Blue/1.7 Kg), X1504VAP-NJ542WS  ","59,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDQwNTE3MjgwNDI3MjAxOjE3MjE0NjY2OTU6c3BfYnRmOjMwMDIzMDAxNTA3NzIzMjo6MDo6&url=%2FASUS-Vivobook-39-62cm-Processor-X1504VAP-NJ542WS%2Fdp%2FB0CXPX6QSP%2Fref%3Dsr_1_54_sspa%3Fcrid%3D26NOS6C3R7BBS%26dib%3DeyJ2IjoiMSJ9.J-G8x5mg1YGGqwoPLpuOvmCneoHjDyWpDArOEuwTnjvhL4YU-ENiTn7fSs3FW4XQrGS366gPyAogjk8rUX9M0EMaFSqFiM_bdHiPEgFAOhvGWHg-_dAYQ31Q7gTT4aqsZ5KP4siU5rPr9Cjz61HdjwYgSf0ersi2DBVbSC_zHVeRb49OO4XaPEfIYsWJTiXFelVNNfseDn3j6ys3kpHCkmCjAozyXQ94Sube0Wza1zA.m0ONzfmwlvnFR6d0x53VIOFvfn47xCrqdwNddruljs8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721466695%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
80,"ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD OLED, Creator/Gaming Laptop (16GB/512GB SSD/4GB RTX 3050/Win11/Backlit KB/FP Sensor/Silver/1.65 kg), M3500QC-L1502WS  ","57,990",https://amazon.in//ASUS-Vivobook-RTX-3050-Windows-M3500QC-L1502WS/dp/B0BMPPSLHZ/ref=sr_1_81?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.fa_-Atz79ksvew54-PJwbU04i0QN1MovlM560UqtdrFSI-HwuOwE0Hs3enq4I--oszKJWUO-EQwNkm5xSdb1mQejoX8-sRdxVzP1qUnVaPwV4tuS_91V44sE_ia8YAq62RL3NuAlFoWaUcu1b4-n4ryn5hj1qYhliddWubj8jFbWfhdZaBFdT4KSkHjK5NzSgmmfIVulNY_POdVMubvQStJRkrdfDdkZZ4f_OWrK7Q0.j7y1GU-n1zDbVXSjcQ6RkxcQ52NOS5dDEZMqXFXz15U&dib_tag=se&keywords=laptop&qid=1721466722&sprefix=laptop%2Caps%2C672&sr=8-81
81,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","33,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_35?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.J-G8x5mg1YGGqwoPLpuOvmCneoHjDyWpDArOEuwTnjvhL4YU-ENiTn7fSs3FW4XQrGS366gPyAogjk8rUX9M0EMaFSqFiM_bdHiPEgFAOhvGWHg-_dAYQ31Q7gTT4aqsZ5KP4siU5rPr9Cjz61HdjwYgSf0ersi2DBVbSC_zHVeRb49OO4XaPEfIYsWJTiXFelVNNfseDn3j6ys3kpHCkmCjAozyXQ94Sube0Wza1zA.m0ONzfmwlvnFR6d0x53VIOFvfn47xCrqdwNddruljs8&dib_tag=se&keywords=laptop&qid=1721466695&sprefix=laptop%2Caps%2C672&sr=8-35
82,"Lenovo IdeaPad Slim 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE004RIN  ","52,190",https://amazon.in//Lenovo-IdeaPad-35-5cm-Backlit-82XE004RIN/dp/B0CCNR29M6/ref=sr_1_115?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.yUa2Dypm5Detmlff29aMKl0aLyfEclIcXqMuoSX2sAWnfRn6-_4g-Ii-uyzRnvndhHtSBJ4ZBMK1d2BelVdnfaaLJ5WptL0l-euYR-LsAu1Mm-hzThJ3OufQI8mscg2PVHY6qonUshMZW0PW3pT4nG5naFsDJqauAicv4HeSDqASCv8T_MjVdFt6ihxSU9UTdffyEYq9ekSslRn6C-RwgB5v9RkuazAd4RSXsLlkF_g.AkofRzGDTXCdCfVTOmdgOmG-j4IdbLExCJ3uyUtyfZE&dib_tag=se&keywords=laptop&qid=1721466765&sprefix=laptop%2Caps%2C672&sr=8-115
83,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU  ","60,999",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_71?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.fa_-Atz79ksvew54-PJwbU04i0QN1MovlM560UqtdrFSI-HwuOwE0Hs3enq4I--oszKJWUO-EQwNkm5xSdb1mQejoX8-sRdxVzP1qUnVaPwV4tuS_91V44sE_ia8YAq62RL3NuAlFoWaUcu1b4-n4ryn5hj1qYhliddWubj8jFbWfhdZaBFdT4KSkHjK5NzSgmmfIVulNY_POdVMubvQStJRkrdfDdkZZ4f_OWrK7Q0.j7y1GU-n1zDbVXSjcQ6RkxcQ52NOS5dDEZMqXFXz15U&dib_tag=se&keywords=laptop&qid=1721466722&sprefix=laptop%2Caps%2C672&sr=8-71
84,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","33,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNjI2MjAwOTcxNjAyMDE6MTcyMTQ2NjY3NTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMjMwMDE1MDc2NDMyOjozOjo&url=%2FASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS%2Fdp%2FB0CCP9PH92%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D26NOS6C3R7BBS%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.vCavM82_9jsdLLdWt1BXB0YK97qnTxmgEOswW9gIVYnzMwD61JNtNC6wVh50f1ONdin71ioRabez4SkoaCEFgg.QUFHKRoV9RxaGI42-Zjuuo5ARyctGMRtS5XKuD8H5Yk%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CCP9PH92%26pd_rd_r%3D383b258d-7931-4185-9556-441a55dff771%26pd_rd_w%3DjWPqG%26pd_rd_wg%3Dm8MuQ%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3D3YS8Y9NTB7HSXDZ6GH6Z%26qid%3D1721466675%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
85,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","29,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzA2MTQyMDExNDg3MjAxOjE3MjE0NjY2NTg6c3BfbXRmOjMwMDI2MTIxNjAzODUzMjo6MDo6&url=%2FAcer-i3-1215U-Premium-Windows-AL15-52%2Fdp%2FB0CKLN7PSZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D26NOS6C3R7BBS%26dib%3DeyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2q8KwYQNCzSSIlNOAoyEVcpzwiKcTZq1WRKw4bOGF2HoFd4YySNX0WKG-JTowiI76WKS-u36Sk1GUMeiTeI8dRVR5S7Q4ZdgILRxckSBaSWK1fpMIGKh-53nA5XAz4ma_FT-e8C_UPmXvwb3yLGn2iKcjZgOPFbeXN8ZZ90OzD0V4.WP_x7n3i8kESGDrhKkVm0Mim92SH-85wLkaSYWJtTkk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721466658%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
86,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","49,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-fy5009TU/dp/B0D4M66F6R/ref=sr_1_4?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2q8KwYQNCzSSIlNOAoyEVcpzwiKcTZq1WRKw4bOGF2HoFd4YySNX0WKG-JTowiI76WKS-u36Sk1GUMeiTeI8dRVR5S7Q4ZdgILRxckSBaSWK1fpMIGKh-53nA5XAz4ma_FT-e8C_UPmXvwb3yLGn2iKcjZgOPFbeXN8ZZ90OzD0V4.WP_x7n3i8kESGDrhKkVm0Mim92SH-85wLkaSYWJtTkk&dib_tag=se&keywords=laptop&qid=1721466658&sprefix=laptop%2Caps%2C672&sr=8-4
87,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","34,710",https://amazon.in//Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CM6GVR56/ref=sr_1_90?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.10wfjLgQzHkS87UtL-8Q11FNjuzBjjJR8Q5cz5R85-B5booU-muzwW_NQwnnvHWWBjy-SM-5FKb39ImnGf9Z1QFk7jEpluzTUiaHQOJwAsRpWrIXOT8NIbgufm9SO1svq51V5u0sRe_U5oXgV-H5FZPw5SiV4uY4gwVtCka6h6at6g52qecWQLa_gcHl2Ux6gDA-geUPZZbQjITWmHA1xFBiwjO9sM789XkgQK0cxT4.BT7RgFCT1sxUlB23PL0z4Z7wkdp8mGbnXFioJsu5GnY&dib_tag=se&keywords=laptop&qid=1721466742&sprefix=laptop%2Caps%2C672&sr=8-90
88,"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx  ","65,990",https://amazon.in//HP-i5-12450H-15-6-inch-Response-fa0666TX/dp/B0C2HZYM87/ref=sr_1_125?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.yUa2Dypm5Detmlff29aMKl0aLyfEclIcXqMuoSX2sAWnfRn6-_4g-Ii-uyzRnvndhHtSBJ4ZBMK1d2BelVdnfaaLJ5WptL0l-euYR-LsAu1Mm-hzThJ3OufQI8mscg2PVHY6qonUshMZW0PW3pT4nG5naFsDJqauAicv4HeSDqASCv8T_MjVdFt6ihxSU9UTdffyEYq9ekSslRn6C-RwgB5v9RkuazAd4RSXsLlkF_g.AkofRzGDTXCdCfVTOmdgOmG-j4IdbLExCJ3uyUtyfZE&dib_tag=se&keywords=laptop&qid=1721466765&sprefix=laptop%2Caps%2C672&sr=8-125
89,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5008TU  ","45,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzMzNjE0MjEzMjIyMDE6MTcyMTQ2Njc0MjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMjUwODMxNDk0NDMyOjoyOjo&url=%2FHP-i5-1235U-15-6-inch-graphics-fy5008TU%2Fdp%2FB0D4M1XZ3D%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D26NOS6C3R7BBS%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.IP0yfu6dqsfdBNT79xdLxBr9YWQMi59TbxQGpIgdZ1_RDajEPO7Gbj3LdJVfrTI-RU1NbjspC-iGwRlFw8haig.8GjXJXd5SVKmZSj192uvPgXtbS42hotsLl_eBmb3quY%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D4M1XZ3D%26pd_rd_r%3D13f8c6bf-3c5a-4684-aca0-9efcaa939c6c%26pd_rd_w%3DkAqe0%26pd_rd_wg%3DhXJso%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3D6G205HQB101RNHY9NG1D%26qid%3D1721466742%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D1-83-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
90,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Fingerprint/Silver/1.7 kg), M1505YA-LK542WS  ","49,990",https://amazon.in//ASUS-Vivobook-Windows-Fingerprint-M1505YA-LK542WS/dp/B0C1GJPZXZ/ref=sr_1_38?crid=26NOS6C3R7BBS&dib=eyJ2IjoiMSJ9.J-G8x5mg1YGGqwoPLpuOvmCneoHjDyWpDArOEuwTnjvhL4YU-ENiTn7fSs3FW4XQrGS366gPyAogjk8rUX9M0EMaFSqFiM_bdHiPEgFAOhvGWHg-_dAYQ31Q7gTT4aqsZ5KP4siU5rPr9Cjz61HdjwYgSf0ersi2DBVbSC_zHVeRb49OO4XaPEfIYsWJTiXFelVNNfseDn3j6ys3kpHCkmCjAozyXQ94Sube0Wza1zA.m0ONzfmwlvnFR6d0x53VIOFvfn47xCrqdwNddruljs8&dib_tag=se&keywords=laptop&qid=1721466695&sprefix=laptop%2Caps%2C672&sr=8-38
91,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), ‎FX706HF-HX018W  ","49,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozODYzMDg2MzM0MDcwMjAxOjE3MjE0NjY3MjI6c3BfbXRmOjMwMDExOTI5NjkzNTQzMjo6MDo6&url=%2FASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W%2Fdp%2FB0C27VNNWH%2Fref%3Dsr_1_75_sspa%3Fcrid%3D26NOS6C3R7BBS%26dib%3DeyJ2IjoiMSJ9.fa_-Atz79ksvew54-PJwbU04i0QN1MovlM560UqtdrFSI-HwuOwE0Hs3enq4I--oszKJWUO-EQwNkm5xSdb1mQejoX8-sRdxVzP1qUnVaPwV4tuS_91V44sE_ia8YAq62RL3NuAlFoWaUcu1b4-n4ryn5hj1qYhliddWubj8jFbWfhdZaBFdT4KSkHjK5NzSgmmfIVulNY_POdVMubvQStJRkrdfDdkZZ4f_OWrK7Q0.j7y1GU-n1zDbVXSjcQ6RkxcQ52NOS5dDEZMqXFXz15U%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721466722%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
92,"HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray  ","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzA2MTQyMDExNDg3MjAxOjE3MjE0NjY2NTg6c3BfYnRmOjMwMDE2OTc3NTIyMjkzMjo6MDo6&url=%2FMagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint%2Fdp%2FB0CXLWXYB1%2Fref%3Dsr_1_21_sspa%3Fcrid%3D26NOS6C3R7BBS%26dib%3DeyJ2IjoiMSJ9.ygOP_U7g_gmDnySMbmd1D9teJaLQ0zTHyg3UoTtHBOCZus9oLGSmWc3Wp4vmzu2q8KwYQNCzSSIlNOAoyEVcpzwiKcTZq1WRKw4bOGF2HoFd4YySNX0WKG-JTowiI76WKS-u36Sk1GUMeiTeI8dRVR5S7Q4ZdgILRxckSBaSWK1fpMIGKh-53nA5XAz4ma_FT-e8C_UPmXvwb3yLGn2iKcjZgOPFbeXN8ZZ90OzD0V4.WP_x7n3i8kESGDrhKkVm0Mim92SH-85wLkaSYWJtTkk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721466658%26sprefix%3Dlaptop%252Caps%252C672%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
